path;sentence
common_voice_quy_42102514.wav;Iskay muyuriqkunam kaymanta chaynallataq chimpapi kaq, kaqllam kanku.
common_voice_quy_42102519.wav;Suqta harawikunata paqarichirqa.
common_voice_quy_42102522.wav;Manasya pasaymanpaschu.
common_voice_quy_42102523.wav;Kutiramuspayqa, vueltaramuspayqa.
common_voice_quy_42102525.wav;Asíes chaynata waylluway.
common_voice_quy_42102529.wav;Runakunapaqa illapaqa manam allinchu, chaynallataq huk kawsaqkunapaqpas.
common_voice_quy_42102531.wav;Aceitichaypas kapuwachkanmi.
common_voice_quy_42102542.wav;Balala parachkan.
common_voice_quy_42102543.wav;Punkukunata tuqukunatapas mármol nisqawan laqapara.
common_voice_quy_42102544.wav;Provincia nisqam kay uywakunapa wasin.
common_voice_quy_42102545.wav;Comadrellayta debekuranichu.
common_voice_quy_42102546.wav;Rantinallam kasqa.
common_voice_quy_42102557.wav;Miskita waqaykamuy.
common_voice_quy_42102558.wav;Ama qunqankichikchu qamkuna.
common_voice_quy_42102559.wav;Chaynatam sallqa pachata waqllichinku.
common_voice_quy_42102560.wav;Entero mununtintañam ñoqaqa muyuramuni.
common_voice_quy_42102563.wav;Qaqamantapas rikuriq hina.
common_voice_quy_42102584.wav;Kusi takita takisun qurilla wawachaman.
common_voice_quy_42102586.wav;Cumpañamintulay.
common_voice_quy_42102587.wav;Runa rantikuqqa, allin imakunatapas qawachin. Runa rantimuqñataq tapuykunata ruwan.
common_voice_quy_42102588.wav;Astronomiaqa pachapa, hawa pachakunapa ñataq chaskakunapa yachachqmi.
common_voice_quy_42102591.wav;Kay iñikunatam huklla apu iñiy ninchikmi.
common_voice_quy_42102599.wav;Kay pawaq uywakunam raprayuq kanku.
common_voice_quy_42102601.wav;Pitaq maytaq sinchimusunki.
common_voice_quy_42102605.wav;Kallanpaqa allillamantam wiñan, allillamanta qaranmanta rakikuspa.
common_voice_quy_42102607.wav;Kay uywakunata aychanrayku, runtunkunarayku, phurunkunarayku uywasqa karqaku.
common_voice_quy_42102609.wav;Tusuyqa kuyunakuymi runakunapaqa, takiwan tusuywanpas.
common_voice_quy_42102617.wav;Kay qaytukunawanmi kay qaytukunata utqaylla puchkanchik.
common_voice_quy_42102618.wav;Warmipas qaripas.
common_voice_quy_42102620.wav;Compadrellaymi macharachimuwan.
common_voice_quy_42102622.wav;Tapukuykunapa qipantam tapunapaq chikuta qillqanchik.
common_voice_quy_42102624.wav;Unqusqa runataqa hampiq runaqa hampikunatam quykun.
common_voice_quy_42102646.wav;Waranqa pichqa pachakmi qollqeypas.
common_voice_quy_42102647.wav;Capitalista runaqa nisqam antawa ruwanayuqmi, llamkaqkunañataq paypaq llamkanku.
common_voice_quy_42102648.wav;Mana kaykunata ruwaptikiqa, wañukunmanmi.
common_voice_quy_42102654.wav;Chisinkuy pachapa sutinmi, inti chinkakuy.
common_voice_quy_42102655.wav;Irradiación nisqaqa ismuchkaq radionúclidos nisqaman rikchakuq partículas nisqakunapa llimpiyninmi.
common_voice_quy_42102658.wav;Kay radionucleidos nisqam ionización nisqapa ismuyninpi kaynata ionizasqa kanku.
common_voice_quy_42102660.wav;Tusurikunaypaq.
common_voice_quy_42102663.wav;Yaqa tukuy mestizo nisqankunam castellano simita rimanku.
common_voice_quy_42116933.wav;Waytaylla waytanqa.
common_voice_quy_42116934.wav;Caña tragonwan fregaderochiwanampaq.
common_voice_quy_42116935.wav;Mikuna utaq mikuna imapas kaptin huk runapaqa mikunanpaqmi.
common_voice_quy_42116936.wav;Inti llikapiqa pusaq planitakuna kanmi.
common_voice_quy_42116937.wav;Mana waykaypi hinam, manam mayqinpas waqllinchu, yanapanakunkum kikinkupura.
common_voice_quy_42116938.wav;Pichiwcha aspichakuqtas, killincha mancharichisqa.
common_voice_quy_42116939.wav;Inkakunapa, Tawantinsuyo runakunapa llaqtanmi karqa.
common_voice_quy_42116940.wav;Kuyay comadreywan tusurikunaypaq.
common_voice_quy_42116941.wav;Kaymi huknin uyakuna.
common_voice_quy_42116942.wav;Chay kaspimanta wasiqa torowan chaqrusqa kallmakunamanta ruwasqa kaspikunawanmi ruwasqa kachkan.
common_voice_quy_42116943.wav;Huk pisqukunapa takiyninkunatam yachapayan.
common_voice_quy_42116944.wav;Divirtaqa rurasaqku.
common_voice_quy_42116945.wav;Inkakunapa kawsayninpim chunka kimsayuq reyes nisqakuna karqa.
common_voice_quy_42116958.wav;Uray qanay pasaqta.
common_voice_quy_42116959.wav;Huk entreguta ruwaykusunchik.
common_voice_quy_42116961.wav;Kunanqa manañam iñiy raymiñachu.
common_voice_quy_42116962.wav;Pichqa watapis, kikin nimusqanman hina, mana qillqayta atirqachu.
common_voice_quy_42116964.wav;Yachachiqqa yachakuqkunata ñawinchaymanta, qillqaymanta ñataq yupaykunamanta yachachinmi.
common_voice_quy_42116965.wav;Puriq wiraqa aceite nisqam ninchik.
common_voice_quy_42116966.wav;Capitalista runaqa nisqam antawa ruwanayuqmi, llamkaqkunañataq paypaq llamkanku.
common_voice_quy_42116967.wav;Chaypicha upiakusaqpas manapas.
common_voice_quy_42116982.wav;Ruwanaqa, Waskarán urqupatam sutinta apan.
common_voice_quy_42116984.wav;Mecánica nisqapiqa, kanchay ruray sutichanchik.
common_voice_quy_42116985.wav;Wasiki punkupi.
common_voice_quy_42116986.wav;Achka proteína nisqayuqmi, allin punim mikunanchukpaq.
common_voice_quy_42117003.wav;Tusuyqa kuyunakuymi runakunapaqa, takiwan tusuywanpas.
common_voice_quy_42117004.wav;Isqun distritukuna kanmi.
common_voice_quy_42117005.wav;Kay llaqtakunam aswa runasimi rimay kanku.
common_voice_quy_42117006.wav;Vueltayta vueltamusaqmi, manamya wasikimanchu.
common_voice_quy_42117007.wav;Achka simikunapim hatun qispi maytuta rurachkanchik.
common_voice_quy_42117023.wav;Ñoqallay vueltamunallayta.
common_voice_quy_42117024.wav;Kaykunam imayrikuq qillqakuna.
common_voice_quy_42117025.wav;Chaskachaw nisqaqa, pichqa ñiqin punchawmi qanchischawpi, chaskarayku sutichasqa.
common_voice_quy_42117027.wav;Millwawanmi pachakunata awanchik.
common_voice_quy_42117029.wav;Yana puyullam tapawanqa.
common_voice_quy_42117030.wav;Llaqtachallaytas para parachkan.
common_voice_quy_42117037.wav;Hinaspa Manqu Qhapaq Mama Uqllu warminwan lluqsirqa.
common_voice_quy_42117038.wav;Kaymi yurakunapa mirayninkuna.
common_voice_quy_42117039.wav;Ñam kutiramunikuña sumaq yachakuqkuna.
common_voice_quy_42117040.wav;Miskita llakiykamuy.
common_voice_quy_42117041.wav;Ñuqaqa tupamurqani.
common_voice_quy_42117072.wav;Ima yupaypas chusaqwan mirachisqaqa chusaqllam lluqsin.
common_voice_quy_42117074.wav;Uchuy yachay wasi, Ñawpaq runakunapa wasi.
common_voice_quy_42117075.wav;Kay pisqum kuyasqa warmipa qillqa takipi rikurin.
common_voice_quy_42117076.wav;Kaykunam hukniraq papayapa yurakuna.
common_voice_quy_42117107.wav;Killapas intimantam achkiyninta chaskin.
common_voice_quy_42117108.wav;Pipas internet nisqaman yaykuspan ruwapayanman.
common_voice_quy_42117109.wav;Quimicapiqa mana tinkisqa imakunapaq elemento nisqan sutichakun.
common_voice_quy_42117110.wav;Química nisqaqa imayaykuna materiapa yachaymi.
common_voice_quy_42117111.wav;Huknin qillqankunapi uywakunapata ñataq waytakunapata kawsanninkuta riqsichin.
common_voice_quy_42117117.wav;Sinqaqa kurkupim kachkan, sinqaqa samananchikpaqmi.
common_voice_quy_42117118.wav;Harawi simiqa Tawantinsuyu pachapim paqarin.
common_voice_quy_42117119.wav;Punkukunata tuqukunatapas mármol nisqawan laqapara.
common_voice_quy_42117124.wav;Chaymantaqa aswan tuñisqa kachkan.
common_voice_quy_42117134.wav;Chaynatam sallqa pachata waqllichinku.
common_voice_quy_42117135.wav;Moro pacha runa.
common_voice_quy_42117136.wav;Kaymi huk iskayniraq runa rikchaqkuna.
common_voice_quy_42117137.wav;Kikinpi chiqaptinmi, yachaykunapi waylluyta pusarqa.
common_voice_quy_42117138.wav;Pitaq maytaq machachimusunki.
common_voice_quy_42117179.wav;Rimana Wasiqa, llaqta runakunapa sutinpi riman.
common_voice_quy_42117180.wav;Kaykunam huknin quechua simipi sufijukuna.
common_voice_quy_42117181.wav;Ñawpaq pachaqa, pachapa pacham karqa.
common_voice_quy_42117183.wav;Esquina muyurinapi, chichita chicha de molle.
common_voice_quy_42117184.wav;Kaymi huk ancha riqsisqa aranway pukllaqkuna.
common_voice_quy_42117214.wav;Imaymana, hukniraq yakukunatam kay anafilaxia siqam ruwakun.
common_voice_quy_42117216.wav;Ñoqay pasanaypaq.
common_voice_quy_42117217.wav;Warma vidaschaypi.
common_voice_quy_42117218.wav;Mana valeq wawaykita.
common_voice_quy_42117229.wav;Kawsayqa wañuywanmi tukukun.
common_voice_quy_42117230.wav;Casado hamuspayqa manacha takiymanchu
common_voice_quy_42117231.wav;Kaykunam huk conjugación nisqankuna.
common_voice_quy_42117232.wav;Manamya laduykimanchu lambraschallay.
common_voice_quy_42117292.wav;Chaysiya pichiwchallaqa, chukchuwan hapichikuchkan.
common_voice_quy_42117293.wav;Tukuy punchaw llaki llakillaña harawikunata takin.
common_voice_quy_42117294.wav;Maychika runap wawantaraq.
common_voice_quy_42117295.wav;Ñawipa kuchunqa iskaynintin siqikunapa chimpasqanmi, kuchusqapas sutichasqapas.
common_voice_quy_42128017.wav;Pacha yupayqa, uraskunata, minutuskunata yupan hinallataq uratapas rikuchin.
common_voice_quy_42128018.wav;Llamkaq chuspikuna paqariptinkum, mama chuspiqa manañam llamkanchu, runtukuna churayllapi kakun.
common_voice_quy_42128020.wav;Paymi huk hatun qillqapa qillqaynin investigacionniymanta.
common_voice_quy_42128064.wav;Chirichapipas, wayrachapipas.
common_voice_quy_42128065.wav;Hinaspa iñiqkunaqa wiñaypaq kawsanqaku, mana iñiqkunañataq wiñaypaq wañunqaku.
common_voice_quy_42128066.wav;Comadrellaywan upiaykunaypaq.
common_voice_quy_42128067.wav;Runaqa machanmi achka aqata upyaptin, yachaynintapas chinkachinmanmi.
common_voice_quy_42128068.wav;Ciertupuniña kuyawaspaqa.
common_voice_quy_42128089.wav;Ama pinqakuychu rimachikichik quechua simita.
common_voice_quy_42128090.wav;Chaynatam qhatupa chaninta rimanakunchik.
common_voice_quy_42128091.wav;Manasya tarimunichu airiyki airichayuqta.
common_voice_quy_42128092.wav;Patrunqa qullqi manuq runakunaman karqa, runakunapaqa sasachay pacham karqa.
common_voice_quy_42128093.wav;Kay pisqukunam hatun puka quchapim kawsanku.
common_voice_quy_42128099.wav;Pusaq watayuqwanmi kanchariyta qallarirqa.
common_voice_quy_42128101.wav;Yuyayninchikpi imatapas waqaychaspaqa, yachanchikmi.
common_voice_quy_42128102.wav;Kawsaspapas wañuspapas qamllatam kuyakusayki.
common_voice_quy_42128104.wav;Castaño sachaqa América Nortemantam.
common_voice_quy_42128113.wav;Mayun mayunmi maskamuchkayki.
common_voice_quy_42128114.wav;Anime nisqanmi, huk serie aniamada Japón suyumantam.
common_voice_quy_42128115.wav;Kay rurukuna ñataq muhukuna wirasapam kanku.
common_voice_quy_42128116.wav;Puru purucha wayu wayucha.
common_voice_quy_42128117.wav;Munaychallaysi ñoqallaypaqa.
common_voice_quy_42128129.wav;Waytachallay rosaschallay.
common_voice_quy_42128130.wav;Qallaykamusunchik kay willakuykunawan.
common_voice_quy_42128131.wav;Papakunaqa pampapim wiñan.
common_voice_quy_42128132.wav;Ñawpaq kamachiq inka.
common_voice_quy_42128165.wav;Achka qarawikunata inglés simipim qillqan.
common_voice_quy_42128166.wav;Paqarimusqanchikmantam wañunanchikkama yachanchik.
common_voice_quy_42128167.wav;Runaqa upyana yakuta pukyukunamanta utaq hatun yaku uchkunamantam hurqun.
common_voice_quy_42128168.wav;Runakunaqa rurukunata, rapinkunatapas hampinapaqmi hapinku.
common_voice_quy_42128213.wav;Apurímac llaqtam Perú suyunchikmanta uray lawninpi kaq.
common_voice_quy_42128215.wav;Kay hatun pisqukunaqa waqaychananchikmi, chinkaykunamanta.
common_voice_quy_42128216.wav;Cobrechawan acerowan hukman kaskillasqa.
common_voice_quy_42128269.wav;Maynintapas urqusaqun.
common_voice_quy_42128270.wav;Kaykunam huknin upyaykuna.
common_voice_quy_42128271.wav;Llasayqa aysanwanmi tupikun.
common_voice_quy_42128272.wav;Makinchikwanmi hapinchik, llamkanchik, siqinchik, qillqanchikpas.
common_voice_quy_42128273.wav;Huk takanawan, huk colchawan utaq huk takyaychinawanmi kaspita sachapi takananchikpaq llamkachinchik.
common_voice_quy_42128279.wav;Hinaspa huk runata chakramanta lluqsiqta qawarani.
common_voice_quy_42128280.wav;Wasichallaytas lasta pampachkan.
common_voice_quy_42128282.wav;Runakuna waqra tubuta ñataq pachakunata waqrakunawanmi ruwananku.
common_voice_quy_42128283.wav;Llakiypipas, kusiypipas.
common_voice_quy_42128292.wav;Chaynam huk fútbol nisqa pukllaykuna.
common_voice_quy_42128294.wav;Taytallaykita reqsiykachiway.
common_voice_quy_42128296.wav;Horan horan waqanallay.
common_voice_quy_42128297.wav;Waranqa pichqa pachakmi qollqeypas.
common_voice_quy_42128298.wav;Chaynatam pachata ruwanku chaynallataq uchku pachata allichanku.
common_voice_quy_42128304.wav;Kay suyum hamuq runakunapa imaymana kawsaykunata kicharin.
common_voice_quy_42128305.wav;Azufre nisqaqa kullupa samayninwanmi kutichimun.
common_voice_quy_42128306.wav;Lliw warmikunamanta qillqaqa, kaypi kananmi.
common_voice_quy_42128307.wav;Niñacha tapurikusqayki.
common_voice_quy_42128308.wav;Chaynaqa awqaqa mana tariyta atirqachu.
common_voice_quy_42128319.wav;Arquímedes nisqam, huk Griego yupay yachaqmi karqa.
common_voice_quy_42128320.wav;Atawallpa Yupankipa achka takinkunatam takirqa.
common_voice_quy_42128322.wav;Kayqaya ripuskaniña.
common_voice_quy_42128323.wav;Chakiylla chakinqa.
common_voice_quy_42128330.wav;Kaymi huknin miski imakunamanta.
common_voice_quy_42128331.wav;Kaykunam hukniraq akchikuna.
common_voice_quy_42128332.wav;Sapachallay kay mundupi.
common_voice_quy_42128333.wav;Ancha kusisqam kachkani kaysuma sumaq pachapi kasqaymanta.
common_voice_quy_42128346.wav;Manaña manaña uyarisuptiki.
common_voice_quy_42128347.wav;Yakuqa maykunamanpas puqachinmi, chaynallataq qacha yaku wischuy kanmi.
common_voice_quy_42128348.wav;Challwa hapiyqa runakunapa challwakunata hapiyninmi mikunankupaq.
common_voice_quy_42128350.wav;Qaqamantapas paqariq hina.
common_voice_quy_42128368.wav;Kay radionucleidos nisqam ionización nisqapa ismuyninpi kaynata ionizasqa kanku.
common_voice_quy_42128369.wav;Yakuqa mana chuyam kananchu.
common_voice_quy_42128370.wav;Hatun llaqtakunapiqa atuqkuna kanmi, doncellakuna ñataq qatuqkunapas.
common_voice_quy_42128371.wav;Pachaqa lliw imapas ninmi.
common_voice_quy_42128372.wav;Huk simi rumimanta warmakunapaq ruwarqa.
common_voice_quy_42128378.wav;Violinchay miskita waqaykuy.
common_voice_quy_42128379.wav;Tipqay papakunataqa, chakiwanmi ruwakun, qarikuna ñataq warmikuna kay llamkayta ruwanku.
common_voice_quy_42128380.wav;Yachay wayllukuypi, yupay yachaypipas ancha chaniyuqmi rikuyqa.
common_voice_quy_42128381.wav;Huk muhu puqusqamantam musuq yurata puqun.
common_voice_quy_42128382.wav;Qupa yakukunaqa ancha waqlliqmi kanku chaynallataq sasachakuqpas.
common_voice_quy_42128388.wav;Astronomiaqa pachapa, hawa pachakunapa ñataq chaskakunapa yachachqmi.
common_voice_quy_42128389.wav;Quesoqa huk sinchi mikunam, lichimanta rurasqa.
common_voice_quy_42128390.wav;Kasarakuyqa runapa kawsayninpi ancha hatun punchawmi, sinchi kusikuywanmi raymichanchik.
common_voice_quy_42128391.wav;Haylli kusa masiykuna.
common_voice_quy_42128392.wav;Llapallaykichis hamuychis, Qosqo runa, Perú runa, Huk paiskunapas.
common_voice_quy_42128414.wav;Traguschallay, vinuschallay.
common_voice_quy_42128415.wav;Chaynaqa kay watakunaqa manam kikinllakuchu.
common_voice_quy_42128417.wav;Kaykuna hina chutarayaptiki
common_voice_quy_42128419.wav;Iskay chunka isqunniyuq distrito nisqakuna kanmi.
common_voice_quy_42128421.wav;Chaynama ñoqa pasaspay.
common_voice_quy_42128439.wav;Rurupa rapinqa hawapim kachkan.
common_voice_quy_42128446.wav;Iskay chaskiqkunam chaninchata mana munarqakuchu.
common_voice_quy_42128449.wav;Wasi tiyasqay iskinapim.
common_voice_quy_42128453.wav;Intichay punchawqa qanchis kaq punchawmi, chaynata sutikun intiraykum.
common_voice_quy_42128454.wav;Mana mamayuq mana taytayuq.
common_voice_quy_42128455.wav;Paqarin mincham vueltarqamuchkasaq.
common_voice_quy_42128456.wav;Upyana yakuqa runapa upyananpaq yakum.
common_voice_quy_42128457.wav;Mana kaykunata ruwaptikiqa, wañukunmanmi.
common_voice_quy_42128458.wav;Gloria patachallapi.
common_voice_quy_42128469.wav;Chiri suyukunapim anchata chirin, chiri mitapiñataq lastamun.
common_voice_quy_42128470.wav;Kamachikuqpiqa tawa hatun suyukuna kanmi.
common_voice_quy_42128471.wav;Chiri chirita runapa ruwasqantam chiri pacha nisqan sutin.
common_voice_quy_42128728.wav;Hinaspaqa runa maskaq hamunqa.
common_voice_quy_42128729.wav;Ciertopuniña waylluwaspaqa.
common_voice_quy_42128730.wav;Perú suyupa, Cusco suyunqa urayninlanpi tarikun.
common_voice_quy_42128732.wav;Qoykapuway kutichipuway soltero vidachallayta.
common_voice_quy_42128744.wav;Gradosqa huk takiq Perú suyumantam karqa.
common_voice_quy_42128745.wav;Wasiqa pirqakunayuqmi, qatakunayuqmi, punkuyuqmi, tuqukunayuqmi.
common_voice_quy_42128746.wav;Kaymi ruwamuyta atiwaq.
common_voice_quy_42128747.wav;Carreterata mandakamuy.
common_voice_quy_42128753.wav;Kaymi huk kutipayaq michakuna.
common_voice_quy_42128755.wav;Ñutqunchikwanmi umanchanchik chaynallataq hamutanchik.
common_voice_quy_42128756.wav;Tukurqullanñas kunan punchaw.
common_voice_quy_42128757.wav;Chamanakuqa takipa tikrayninmi, llamkaywanmi chaninta ruranchik.
common_voice_quy_42128763.wav;Waqastin puriymanchu karqa.
common_voice_quy_42128764.wav;kumuykachallanqa.
common_voice_quy_42128766.wav;Yurakunapa rapinkunam, huñunakuypiqa kawsaq intipa chunqankuna ninchikmi.
common_voice_quy_42128767.wav;Qispi kayqa runakunapa hayñinmi.
common_voice_quy_42128771.wav;Huamanga plazapi.
common_voice_quy_42128773.wav;Kaykunallapi waqanaypaq.
common_voice_quy_42128775.wav;Chinaqa chumpim, urqutaq yuraqmi, qumir kunka umayuq.
common_voice_quy_42128778.wav;Pawqar mita killa paqarimuqpa, yakuqa mama quchamanmi kallpan.
common_voice_quy_42128781.wav;Imay mana dispositivo nisqaqa tiksimuyuntinpim internet nisqaman tinkichikunman.
common_voice_quy_42128803.wav;Makichallaypis ñoqallaypaqa.
common_voice_quy_42128804.wav;Huk qaytu kurukuna yura mikuqmi kanku, hukkunañataq aycha mikuqmi.
common_voice_quy_42128805.wav;Tawantinsuyupiqa, akllasqa warmakunam aklla wasipi kawsaqku.
common_voice_quy_42128806.wav;Rabiaypim tomani.
common_voice_quy_42128807.wav;Iskay makinchikpiqa chunka rukanakuna kanmi, iskay kuti pichqam.
common_voice_quy_42353380.wav;Chaysiya pichiwchallaqa, chukchuwan katatatachkan.
common_voice_quy_42353382.wav;Calendario Gregoriano nimusqanmam hina, wataqa chunka iskayniyuq killayuqmi.
common_voice_quy_42353383.wav;Noqayku pachakuyku siempre kay hina sapa punchaw pachaykukuna.
common_voice_quy_42353385.wav;Hukniraqpa rurunkunata mikunchik, bayakunta hina.
common_voice_quy_42353387.wav;Uywakunatam sarakunata mikuchinchik.
common_voice_quy_42353405.wav;Universidad simiqa, latina simimantam paqarimurqa.
common_voice_quy_42353407.wav;Llalliqmi hatun chaninta apakun.
common_voice_quy_42353409.wav;Kunan pachapiqa rantina qullqiwanmi rantinchik.
common_voice_quy_42353411.wav;Hatun pirqakunata rurarqa, kunankama rikukunmi.
common_voice_quy_42353413.wav;Illayqa runapa kuyuymi huk llaqtamanta utaq wasimanta huklawman.
common_voice_quy_42353438.wav;Chayraykum kaynata kamarachinchik.
common_voice_quy_42353439.wav;Chuya qillqakunaqa musuq testamento nisqapa, griego simipim qillqasqa kachkan.
common_voice_quy_42353440.wav;Tulluytodo friyirunaypaq.
common_voice_quy_42353441.wav;Lliw puruyuq uywakunamantam aswan hatunmi.
common_voice_quy_42353442.wav;Kasarakuyqa runapa kawsayninpi ancha hatun punchawmi, sinchi kusikuywanmi raymichanchik.
common_voice_quy_42353484.wav;Entero munduntintañam ñoqaqa puriramuni.
common_voice_quy_42353485.wav;Yaqa achka tigrikunaqa hatunkaraymi kanku, hatun uywakunatapas mikunku.
common_voice_quy_42353486.wav;Chaynatam musuq yachaykunata tarinchik.
common_voice_quy_42353487.wav;Núcleo nisqapim protoneskuna ñataq neutroneskuna hinallataq núcleo qawapi electroneskuna kachkan.
common_voice_quy_42353488.wav;Saqellawasqayki horamantaqa.
common_voice_quy_42353523.wav;Balala parachkan.
common_voice_quy_42353524.wav;Aceitichaypas kapuwachkanmi.
common_voice_quy_42353525.wav;Runaqa iskay chakiyuqmi.
common_voice_quy_42353526.wav;Millwa pachaqa ancha qunicham.
common_voice_quy_42353527.wav;Algodonchapi ninata astay.
common_voice_quy_42353559.wav;Cristiano mankataqa iglesia nispam sutichanku.
common_voice_quy_42353560.wav;Kawsay yachayqa lliw kawsaq runakunapa yachachiyninmi.
common_voice_quy_42353561.wav;Ñawpaq Iglesia Cristianapa punta kamachiqninmi karaq.
common_voice_quy_42353562.wav;Huk akatanqakunaqa allpa hawapim kawsanku, hukkunañataq sachakunapim yachanku.
common_voice_quy_42353563.wav;Runa rantikuqqa, imatapas rantikun. Runa rantimuqñataq rantimun.
common_voice_quy_42353579.wav;Hinaspa chaki mitapim achka runakuna llakisqa kachkanku chaynallataq yakunayasqa.
common_voice_quy_42353580.wav;Chiki tuku qachwallachkam.
common_voice_quy_42353581.wav;Huamanga llaqtapi.
common_voice_quy_42353582.wav;Chirichapipas, wayrachapipas.
common_voice_quy_42353583.wav;Mana mamayuq mana taytayuq.
common_voice_quy_42353604.wav;Compadrellayta debekuranichu.
common_voice_quy_42353606.wav;Wira allpa mulinuta hatarichirqa, ñataq huk hatun industriakunata.
common_voice_quy_42353608.wav;Hatun llaqtapiqa iskay simikunatam rimanku.
common_voice_quy_42353610.wav;Miskita waqaykamuy.
common_voice_quy_42353612.wav;Kay panqapiqa yachay wasipaq maytukunapim willakuykunata qawachichkaykichik.
common_voice_quy_42353624.wav;Illapachay punchawqa tawa kaq punchawmi.
common_voice_quy_42353626.wav;Irradiación nisqaqa ismuchkaq radionúclidos nisqaman rikchakuq partículas nisqakunapa llimpiyninmi.
common_voice_quy_42353628.wav;Chay ñanpi puriq runakunata mancharichiy chaynallataq kawsaq masinkunata qatipay.
common_voice_quy_42353629.wav;Aswan wapsi yakuyaptin, sutukunaqa miramun.
common_voice_quy_42353630.wav;Aymuray killapim allamurqaku.
common_voice_quy_42353648.wav;Iñipa hatun rayminmi, Jesuspa kawsarikusqan punchawmi.
common_voice_quy_42353650.wav;Guitarra nisqaqa huk rachina waqachina waqachinam.
common_voice_quy_42353656.wav;Kaykunam amachaykuna, pacha mamanchikta amachananchikpaq.
common_voice_quy_42353657.wav;Arpaschay sumaqta tukaykuy.
common_voice_quy_42353658.wav;Pachapa wayra pachapi yaku hinam, wasipa rupayninpipas.
common_voice_quy_42353664.wav;Sunqu suwa.
common_voice_quy_42353665.wav;Manasya tumaykimanchú, aswampas waqayman nispa.
common_voice_quy_42353666.wav;Qamllamari mamallayta.
common_voice_quy_42353667.wav;Runapa llanpu sunqu kawsaynin kaptin, allin lawsay nispapas ninchik.
common_voice_quy_42353668.wav;Cielo ripuy wawallaywan.
common_voice_quy_42353682.wav;Kaykunam runakunapa, uywakunapa rikchayninkuna.
common_voice_quy_42353683.wav;Pichqa punchawpim ayataqa pampanchik.
common_voice_quy_42353684.wav;Kay neutrones nisqankuna huknin moleculas nisqata pakinman.
common_voice_quy_42353685.wav;Puntallay dinamita.
common_voice_quy_42353686.wav;Chay pachapiqa, killaqa eclíptica nisqapi ñataq intipi chawpinpi ikachkan.
common_voice_quy_42353692.wav;Kaykuman rimaykunapa ayllu, indo europea rimaykunapa sapin.
common_voice_quy_42353693.wav;Chay núcleo nisqa pakikusqanmi manchay kanchayta rikurichin.
common_voice_quy_42353694.wav;Rikullaña nisuptiki.
common_voice_quy_42353695.wav;Ayllu llaqtaqa, lliw kawsay runakunam.
common_voice_quy_42353696.wav;Ñoqa hina waqanallampaq.
common_voice_quy_42353717.wav;Runakunata huchankunamanta pampachanapaq Jesú churinta, pachaman apachirqa.
common_voice_quy_42353718.wav;Kay página nisqam kunanqa yuraqpi kachkan.
common_voice_quy_42353719.wav;Pachaqa sachakunawanmi wankisqa karqa, kunankama.
common_voice_quy_42353720.wav;Iskay chaskiqkunam chaninchata mana munarqakuchu.
common_voice_quy_42353721.wav;Runap mamanta mamachakuspa.
common_voice_quy_42353731.wav;pachakunapa tarpuykunam runapa makinpim yurakuna hinallataq uywakunapas.
common_voice_quy_42353732.wav;Chaynatam chay niraqllata sutichanku.
common_voice_quy_42353733.wav;Ñoqa hina llakinallampaq.
common_voice_quy_42353734.wav;Wira kayqa kay unquykunapaq chiki ruraqmi.
common_voice_quy_42353735.wav;Kayta akllasqa mana qhawasqa tropical unqusqa kaqhina kan.
common_voice_quy_42353744.wav;Bibliapa qipa maytum.
common_voice_quy_42353745.wav;Tawantinsuyu pachapiqa Inkakuna ama sacha kuchuypi pacham karqa.
common_voice_quy_42353746.wav;qanchis punchawpa qanchis punchawmi.
common_voice_quy_42353747.wav;Chaynam paypapas sonqon nanan ninki.
common_voice_quy_42353748.wav;Runapas mikuy pachakunawanmi unqurinku.
common_voice_quy_42353759.wav;Núcleo nisqaqa, atomopa hawanmi, mana electrones nisqawan.
common_voice_quy_42353760.wav;Caña tragonwan fregaderochiwanampaq.
common_voice_quy_42353761.wav;Chaynaqa chunkakunawanmi yupananchik.
common_voice_quy_42353762.wav;Kaymi huk aycha mikuq ñuñuq uywa.
common_voice_quy_42353763.wav;Yuyayqa kawsaqkunapa siqikunawan chaskisqa willaymi.
common_voice_quy_42353779.wav;Maymi kunan kutimunchu.
common_voice_quy_42353780.wav;Tapukuykunapa qipantam tapunapaq chikuta qillqanchik.
common_voice_quy_42353781.wav;Manamya vueltamusaqchu, laduykiman.
common_voice_quy_42353782.wav;Soltero vidaschaypi.
common_voice_quy_42353783.wav;Kapa challwakunaqa luquyuq challwam, mana tulluyuq kanku.
common_voice_quy_42353799.wav;Kay maytuqa mana allin qillqasqa kachkan.
common_voice_quy_42353800.wav;Chaynam ñuqa ripukuspay.
common_voice_quy_42353801.wav;Puka rurukunatam mikunchik.
common_voice_quy_42353802.wav;Qaylla ayllu, comunllaqa.
common_voice_quy_42353803.wav;Primera Guerra Mundial nisqapi waranqa waranqa runakunam wañurqaku.
common_voice_quy_42353824.wav;Chisinkuy pachapa sutinmi, inti chinkakuy.
common_voice_quy_42353825.wav;Castaña de caballo nisqapim rurupi kichkakuna.
common_voice_quy_42353826.wav;Chiri pachapiqa unay tutakuna kanmi, pisi punchawkuna ñataq aslla achkiy.
common_voice_quy_42353827.wav;Perú suyupam takiynin.
common_voice_quy_42353828.wav;Kaymi huk ancha riqsisqa aranway pukllaqkuna.
